value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug
-0.0328,293.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.7471,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.10099999999999999, 0.899]",[107],[1.0]
-0.7181,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.2, 0.8]",[107],[1.0]
-0.6055,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.301, 0.6990000000000001]",[107],[1.0]
-0.5507,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.401, 0.599]",[107],[1.0]
-0.4623,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.5, 0.5]",[107],[1.0]
-0.3667,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.602, 0.39799999999999996]",[107],[1.0]
-0.2682,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.703, 0.297]",[107],[1.0]
-0.1441,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.8, 0.2]",[107],[1.0]
0.044,298.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.6674,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.10099999999999999, 0.899]",[107],[1.0]
-0.6236,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.2, 0.8]",[107],[1.0]
-0.5426,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.301, 0.6990000000000001]",[107],[1.0]
-0.4702,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.401, 0.599]",[107],[1.0]
-0.3996,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.5, 0.5]",[107],[1.0]
-0.27,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.602, 0.39799999999999996]",[107],[1.0]
-0.1691,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.703, 0.297]",[107],[1.0]
-0.0544,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.8, 0.2]",[107],[1.0]
0.1316,303.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.579,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.10099999999999999, 0.899]",[107],[1.0]
-0.5316,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.2, 0.8]",[107],[1.0]
-0.4332,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.301, 0.6990000000000001]",[107],[1.0]
-0.3817,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.401, 0.599]",[107],[1.0]
-0.3153,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.5, 0.5]",[107],[1.0]
-0.1894,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.602, 0.39799999999999996]",[107],[1.0]
-0.0671,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.703, 0.297]",[107],[1.0]
0.0604,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.8, 0.2]",[107],[1.0]
0.2266,308.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.4834,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.10099999999999999, 0.899]",[107],[1.0]
-0.4345,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.2, 0.8]",[107],[1.0]
-0.3704,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.301, 0.6990000000000001]",[107],[1.0]
-0.2916,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.401, 0.599]",[107],[1.0]
-0.1964,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.5, 0.5]",[107],[1.0]
-0.1031,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.602, 0.39799999999999996]",[107],[1.0]
0.0234,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.703, 0.297]",[107],[1.0]
0.1399,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.8, 0.2]",[107],[1.0]
0.304,313.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.3924,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.10099999999999999, 0.899]",[107],[1.0]
-0.3475,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.2, 0.8]",[107],[1.0]
-0.2776,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.301, 0.6990000000000001]",[107],[1.0]
-0.2006,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.401, 0.599]",[107],[1.0]
-0.1077,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.5, 0.5]",[107],[1.0]
-0.0114,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.602, 0.39799999999999996]",[107],[1.0]
0.1104,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.703, 0.297]",[107],[1.0]
0.2214,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.8, 0.2]",[107],[1.0]
0.3779,318.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.2797,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.10099999999999999, 0.899]",[107],[1.0]
-0.2294,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.2, 0.8]",[107],[1.0]
-0.163,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.301, 0.6990000000000001]",[107],[1.0]
-0.1117,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.401, 0.599]",[107],[1.0]
-0.004,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.5, 0.5]",[107],[1.0]
0.0984,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.602, 0.39799999999999996]",[107],[1.0]
0.2072,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.703, 0.297]",[107],[1.0]
0.3114,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.8, 0.2]",[107],[1.0]
0.4661,323.15,Log solubility,g/L,"[130.0, 140.0]","[0.9, 0.1]",[107],[1.0]
-0.1127,278.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
-0.0601,283.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
-0.0011,288.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
0.0527,293.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
0.1104,298.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
0.1658,303.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
0.2184,308.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
0.2678,313.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
0.3217,318.15,Log solubility,g/L,"[125.0, 140.0]","[0.766815, 0.233185]",[108],[1.0]
-0.212,278.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
-0.1584,283.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
-0.0956,288.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
-0.041,293.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
0.0172,298.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
0.0711,303.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
0.123,308.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
0.1747,313.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
0.2268,318.15,Log solubility,g/L,"[125.0, 140.0]","[0.5522050000000001, 0.447795]",[108],[1.0]
-0.3418,278.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
-0.2911,283.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
-0.2303,288.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
-0.1675,293.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
-0.1096,298.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
-0.0478,303.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
0.0085,308.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
0.0607,313.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
0.1156,318.15,Log solubility,g/L,"[125.0, 140.0]","[0.35403599999999996, 0.645964]",[108],[1.0]
-0.5787,278.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.5173,283.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.4531,288.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.3922,293.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.3313,298.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.2738,303.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.2133,308.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.1566,313.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.0993,318.15,Log solubility,g/L,"[125.0, 140.0]","[0.170488, 0.829512]",[108],[1.0]
-0.4777,278.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.4136,283.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.3478,288.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.2845,293.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.2213,298.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.1616,303.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.1004,308.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.0429,313.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
0.0138,318.15,Log solubility,g/L,"[128.0, 140.0]","[0.7080200000000001, 0.29198]",[108],[1.0]
-0.5349,278.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.47,283.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.4038,288.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.3399,293.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.2762,298.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.2159,303.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.1544,308.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.0966,313.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.0392,318.15,Log solubility,g/L,"[128.0, 140.0]","[0.47625700000000004, 0.523743]",[108],[1.0]
-0.6293,278.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.5642,283.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.4965,288.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.4318,293.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.3675,298.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.3061,303.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.2439,308.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.1854,313.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.1272,318.15,Log solubility,g/L,"[128.0, 140.0]","[0.287825, 0.712175]",[108],[1.0]
-0.7924,278.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.7261,283.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.6558,288.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.5892,293.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.5231,298.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.4595,303.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.396,308.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.3362,313.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
-0.2761,318.15,Log solubility,g/L,"[128.0, 140.0]","[0.131609, 0.868391]",[108],[1.0]
0.2558,293.15,Log solubility,g/L,"[138.0, 140.0]","[0.7548609999999999, 0.245139]",[108],[1.0]
0.3027,298.15,Log solubility,g/L,"[138.0, 140.0]","[0.7548609999999999, 0.245139]",[108],[1.0]
0.3577,303.15,Log solubility,g/L,"[138.0, 140.0]","[0.7548609999999999, 0.245139]",[108],[1.0]
0.413,308.15,Log solubility,g/L,"[138.0, 140.0]","[0.7548609999999999, 0.245139]",[108],[1.0]
0.4639,313.15,Log solubility,g/L,"[138.0, 140.0]","[0.7548609999999999, 0.245139]",[108],[1.0]
0.5159,318.15,Log solubility,g/L,"[138.0, 140.0]","[0.7548609999999999, 0.245139]",[108],[1.0]
0.151,293.15,Log solubility,g/L,"[138.0, 140.0]","[0.535908, 0.464092]",[108],[1.0]
0.2013,298.15,Log solubility,g/L,"[138.0, 140.0]","[0.535908, 0.464092]",[108],[1.0]
0.2512,303.15,Log solubility,g/L,"[138.0, 140.0]","[0.535908, 0.464092]",[108],[1.0]
0.3112,308.15,Log solubility,g/L,"[138.0, 140.0]","[0.535908, 0.464092]",[108],[1.0]
0.3647,313.15,Log solubility,g/L,"[138.0, 140.0]","[0.535908, 0.464092]",[108],[1.0]
0.4122,318.15,Log solubility,g/L,"[138.0, 140.0]","[0.535908, 0.464092]",[108],[1.0]
-0.0036,293.15,Log solubility,g/L,"[138.0, 140.0]","[0.33915799999999996, 0.6608419999999999]",[108],[1.0]
0.0469,298.15,Log solubility,g/L,"[138.0, 140.0]","[0.33915799999999996, 0.6608419999999999]",[108],[1.0]
0.0957,303.15,Log solubility,g/L,"[138.0, 140.0]","[0.33915799999999996, 0.6608419999999999]",[108],[1.0]
0.1437,308.15,Log solubility,g/L,"[138.0, 140.0]","[0.33915799999999996, 0.6608419999999999]",[108],[1.0]
0.1967,313.15,Log solubility,g/L,"[138.0, 140.0]","[0.33915799999999996, 0.6608419999999999]",[108],[1.0]
0.2482,318.15,Log solubility,g/L,"[138.0, 140.0]","[0.33915799999999996, 0.6608419999999999]",[108],[1.0]
-0.3171,293.15,Log solubility,g/L,"[138.0, 140.0]","[0.161396, 0.838604]",[108],[1.0]
-0.2559,298.15,Log solubility,g/L,"[138.0, 140.0]","[0.161396, 0.838604]",[108],[1.0]
-0.2054,303.15,Log solubility,g/L,"[138.0, 140.0]","[0.161396, 0.838604]",[108],[1.0]
-0.142,308.15,Log solubility,g/L,"[138.0, 140.0]","[0.161396, 0.838604]",[108],[1.0]
-0.072,313.15,Log solubility,g/L,"[138.0, 140.0]","[0.161396, 0.838604]",[108],[1.0]
-0.0197,318.15,Log solubility,g/L,"[138.0, 140.0]","[0.161396, 0.838604]",[108],[1.0]
-0.9341,288.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.8683,293.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.8062,298.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.7478,303.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.6867,308.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.6289,313.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.5692,318.15,Log solubility,g/L,"[141.0, 140.0]","[0.731778, 0.26822199999999996]",[108],[1.0]
-0.9463,288.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.8793,293.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.813,298.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.7537,303.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.6941,308.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.6332,313.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.5719,318.15,Log solubility,g/L,"[141.0, 140.0]","[0.505709, 0.494291]",[108],[1.0]
-0.9595,288.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.8948,293.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.8266,298.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.7626,303.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.6995,308.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.6399,313.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.5803,318.15,Log solubility,g/L,"[141.0, 140.0]","[0.312578, 0.687422]",[108],[1.0]
-0.9738,288.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
-0.9033,293.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
-0.8339,298.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
-0.7723,303.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
-0.7048,308.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
-0.6444,313.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
-0.5836,318.15,Log solubility,g/L,"[141.0, 140.0]","[0.145676, 0.854324]",[108],[1.0]
1.0626,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.063027, 0.936973]",[109],[1.0]
1.0867,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.13145400000000002, 0.868546]",[109],[1.0]
1.109,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.206006, 0.793994]",[109],[1.0]
1.127,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.287545, 0.7124550000000001]",[109],[1.0]
1.1362,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.37710099999999996, 0.622899]",[109],[1.0]
1.1263,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.47591700000000003, 0.524083]",[109],[1.0]
1.0921,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.585508, 0.41449199999999997]",[109],[1.0]
1.049,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.707738, 0.29226199999999997]",[109],[1.0]
1.0046,298.15,Log solubility,g/L,"[132.0, 130.0]","[0.844927, 0.15507300000000002]",[109],[1.0]
1.1311,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.044698, 0.955302]",[109],[1.0]
1.1518,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.095249, 0.904751]",[109],[1.0]
1.1585,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.152883, 0.8471169999999999]",[109],[1.0]
1.1634,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.2192, 0.7807999999999999]",[109],[1.0]
1.1538,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.296323, 0.703677]",[109],[1.0]
1.137,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.387127, 0.612873]",[109],[1.0]
1.1103,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.495608, 0.504392]",[109],[1.0]
1.0724,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.627481, 0.372519]",[109],[1.0]
1.0181,298.15,Log solubility,g/L,"[132.0, 127.0]","[0.7912300000000001, 0.20876999999999998]",[109],[1.0]
0.3852,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.056548999999999995, 0.943451]",[109],[1.0]
0.6466,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.118836, 0.881164]",[109],[1.0]
0.8208,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.18777999999999997, 0.8122199999999999]",[109],[1.0]
0.9283,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.264508, 0.735492]",[109],[1.0]
0.9915,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.350418, 0.6495820000000001]",[109],[1.0]
1.0312,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.447262, 0.5527380000000001]",[109],[1.0]
1.0539,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.557271, 0.442729]",[109],[1.0]
1.0584,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.683324, 0.316676]",[109],[1.0]
1.0415,298.15,Log solubility,g/L,"[132.0, 144.0]","[0.8292069999999999, 0.170793]",[109],[1.0]
1.103,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.071743, 0.928257]",[109],[1.0]
1.1112,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.14813700000000002, 0.851863]",[109],[1.0]
1.109,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.229649, 0.770351]",[109],[1.0]
1.1023,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.316812, 0.6831879999999999]",[109],[1.0]
1.0964,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.41023400000000004, 0.589766]",[109],[1.0]
1.0848,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.510616, 0.48938400000000004]",[109],[1.0]
1.0752,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.618763, 0.381237]",[109],[1.0]
1.0599,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.7356149999999999, 0.26438500000000004]",[109],[1.0]
1.0428,298.15,Log solubility,g/L,"[130.0, 127.0]","[0.8622650000000001, 0.137735]",[109],[1.0]
0.6113,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.090088, 0.909912]",[109],[1.0]
0.8866,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.18218299999999998, 0.817817]",[109],[1.0]
1.0669,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.276352, 0.7236480000000001]",[109],[1.0]
1.1955,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.37266599999999994, 0.6273340000000001]",[109],[1.0]
1.2733,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.47119900000000003, 0.528801]",[109],[1.0]
1.3265,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.572029, 0.427971]",[109],[1.0]
1.3308,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.6752370000000001, 0.324763]",[109],[1.0]
1.2859,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.780907, 0.219093]",[109],[1.0]
1.2017,298.15,Log solubility,g/L,"[130.0, 144.0]","[0.889131, 0.110869]",[109],[1.0]
0.6362,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.124601, 0.875399]",[109],[1.0]
0.8882,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.242572, 0.757428]",[109],[1.0]
1.0493,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.35442799999999997, 0.6455719999999999]",[109],[1.0]
1.1508,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.46063200000000004, 0.539368]",[109],[1.0]
1.2154,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.561602, 0.43839799999999995]",[109],[1.0]
1.245,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.657715, 0.34228499999999995]",[109],[1.0]
1.2559,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.749315, 0.250685]",[109],[1.0]
1.2362,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.836711, 0.16328900000000002]",[109],[1.0]
1.1843,298.15,Log solubility,g/L,"[127.0, 144.0]","[0.920187, 0.079813]",[109],[1.0]
-0.8989,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.046509, 0.9534910000000001]",[109],[1.0]
-0.7929,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.098896, 0.901104]",[109],[1.0]
-0.4997,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.15835000000000002, 0.84165]",[109],[1.0]
-0.1334,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.226404, 0.773596]",[109],[1.0]
0.2691,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.305072, 0.694928]",[109],[1.0]
0.5067,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.397044, 0.602956]",[109],[1.0]
0.6668,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.506009, 0.49399099999999996]",[109],[1.0]
0.7708,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.637154, 0.362846]",[109],[1.0]
0.706,298.15,Log solubility,g/L,"[144.0, 129.0]","[0.7980200000000001, 0.20198]",[109],[1.0]
1.0601,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[110],[1.0]
1.0232,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[110],[1.0]
0.9128,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[110],[1.0]
0.7651,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[110],[1.0]
0.5809,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.5, 0.5]",[110],[1.0]
0.3147,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.4, 0.6]",[110],[1.0]
-0.1667,278.15,Log solubility,g/L,"[129.0, 144.0]","[0.3, 0.7]",[110],[1.0]
1.1241,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.9, 0.1]",[110],[1.0]
1.0769,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.8, 0.2]",[110],[1.0]
0.9663,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.7, 0.3]",[110],[1.0]
0.8137,283.15,Log solubility,g/L,"[129.0, 144.0]","[0.6, 0.4]",[110],[1.0]
