value,"Temperature, K",property,unit,cmp_ids_solvent,cmp_mole_fractions_solvent,cmp_ids_drug,cmp_mole_fractions_drug,Solvent1_id,Solvent1_frac,Solvent2_id,Solvent2_frac,Solvent1_name,Solvent2_name,drug_mol,Solvent1_smiles,Solvent2_smiles,Solvent1_mol,Solvent2_mol,drug_HBA,drug_HBD,drug_logP,drug_TPSA,Solvent1_HBA,Solvent1_HBD,Solvent1_logP,Solvent1_TPSA,Solvent2_HBA,Solvent2_HBD,Solvent2_logP,Solvent2_TPSA,Solvent1_Dielectric,Solvent1_δD,Solvent1_δP,Solvent1_δH,Solvent2_Dielectric,Solvent2_δD,Solvent2_δP,Solvent2_δH,drug_δD,drug_δP,drug_δH,Solvent1_Solvent2_Ra,drug_Dielectric,drug_fp,Solvent1_fp,Solvent2_fp,ILR_coordinate,weighted_HBA,weighted_HBD,weighted_logP,weighted_TPSA,weighted_Dielectric,weighted_fp
1.7488,313.15,Log solubility,g/L,"[145.0, 140.0]","[0.5, 0.5]",[49],[1.0],145,0.5,140,0.5,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B59000>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A2D0>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978200>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.807067637,15.612648221343873,5.237154150197628,6.385827144363534,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,16.798418972332016,7.905138339920948,6.208443057020102,8.207394368058548,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337DF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B06D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDD20>,0,1.5,0.5,0.47825,23.265,10.006793582060784,[0.  0.5 0.  ... 0.  0.  0. ]
1.7515,313.15,Log solubility,g/L,"[145.0, 140.0]","[0.6, 0.4]",[49],[1.0],145,0.6,140,0.4,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B59A10>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A6C0>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978580>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.807067637,15.612648221343873,5.237154150197628,6.385827144363534,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,16.798418972332016,7.905138339920948,6.208443057020102,8.207394368058548,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337F40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDD90>,0.2867071274778195,1.6,0.4,0.49648000000000003,23.872,8.966848393034917,[0.  0.4 0.  ... 0.  0.  0. ]
1.7512,313.15,Log solubility,g/L,"[145.0, 140.0]","[0.7, 0.3]",[49],[1.0],145,0.7,140,0.3,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B58F20>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x00000208775982E0>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978C80>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.807067637,15.612648221343873,5.237154150197628,6.385827144363534,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,16.798418972332016,7.905138339920948,6.208443057020102,8.207394368058548,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337ED0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B07B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDE00>,0.5991300627646443,1.7,0.3,0.51471,24.479,7.926903204,[0.  0.3 0.  ... 0.  0.  0. ]
1.7539,313.15,Log solubility,g/L,"[145.0, 140.0]","[0.8, 0.2]",[49],[1.0],145,0.8,140,0.2,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B58E40>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A340>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978C10>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.807067637,15.612648221343873,5.237154150197628,6.385827144363534,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,16.798418972332016,7.905138339920948,6.208443057020102,8.207394368058548,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337990>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDE70>,0.9802581434685472,1.8,0.2,0.5329400000000001,25.086000000000002,6.886958014983184,[0.  0.2 0.  ... 0.  0.  0. ]
1.753,313.15,Log solubility,g/L,"[145.0, 140.0]","[0.9, 0.1]",[49],[1.0],145,0.9,140,0.1,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B59BD0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877599A10>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978D60>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.807067637,15.612648221343873,5.237154150197628,6.385827144363534,15.206519527190117,15.810276679841897,6.027667984189723,14.545495162161382,16.798418972332016,7.905138339920948,6.208443057020102,8.207394368058548,7.763564268388065,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337AE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDEE0>,1.5536723984241867,1.9000000000000001,0.1,0.55117,25.693,5.847012825957317,[0.  0.1 0.  ... 0.  0.  0. ]
1.7247,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.1, 0.9]",[49],[1.0],145,0.1,140,0.9,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B59AF0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877599B60>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978BA0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337A70>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDF50>,-1.553672398,1.1,0.9,0.40533,20.837,12.95391374265184,[0.  0.9 0.  ... 0.  0.  0. ]
1.7449,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.2, 0.8]",[49],[1.0],145,0.2,140,0.8,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5A340>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A500>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978B30>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793376F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFDFC0>,-0.980258143,1.2000000000000002,0.8,0.42356000000000005,21.444000000000003,12.010115069968741,[0.  0.8 0.  ... 0.  0.  0. ]
1.7652,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.3, 0.7]",[49],[1.0],145,0.3,140,0.7,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B58890>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A3B0>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978E40>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337840>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B09E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE030>,-0.599130063,1.2999999999999998,0.7,0.44179,22.051,11.06631639728564,[0.  0.7 0.  ... 0.  0.  0. ]
1.7687,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.4, 0.6]",[49],[1.0],145,0.4,140,0.6,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B592A0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877598200>,<rdkit.Chem.rdchem.Mol object at 0x0000020877978DD0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793377D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE0A0>,-0.286707127,1.4,0.6,0.46002,22.658,10.12251772460254,[0.  0.6 0.  ... 0.  0.  0. ]
1.7728,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.5, 0.5]",[49],[1.0],145,0.5,140,0.5,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5A650>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A650>,<rdkit.Chem.rdchem.Mol object at 0x0000020877979540>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337370>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE110>,0,1.5,0.5,0.47825,23.265,9.178719052,[0.  0.5 0.  ... 0.  0.  0. ]
1.7737,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.6, 0.4]",[49],[1.0],145,0.6,140,0.4,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5A2D0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A5E0>,<rdkit.Chem.rdchem.Mol object at 0x0000020877979070>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337610>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE180>,0.2867071274778195,1.6,0.4,0.49648000000000003,23.872,8.234920379236343,[0.  0.4 0.  ... 0.  0.  0. ]
1.7738,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.7, 0.3]",[49],[1.0],145,0.7,140,0.3,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5A110>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877599620>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A500>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873DA2110>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE1F0>,0.5991300627646443,1.7,0.3,0.51471,24.479,7.291121706553241,[0.  0.3 0.  ... 0.  0.  0. ]
1.7766,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.8, 0.2]",[49],[1.0],145,0.8,140,0.2,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B59CB0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A1F0>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A570>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020873DA2420>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE260>,0.9802581434685472,1.8,0.2,0.5329400000000001,25.086000000000002,6.347323033870142,[0.  0.2 0.  ... 0.  0.  0. ]
1.7748,318.15,Log solubility,g/L,"[145.0, 140.0]","[0.9, 0.1]",[49],[1.0],145,0.9,140,0.1,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B598C0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877599150>,<rdkit.Chem.rdchem.Mol object at 0x00000208779794D0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.459725688503942,15.551181102362206,5.216535433070866,6.135435280556722,13.89771241533494,15.748031496062993,6.003937007874016,13.975158139045865,16.73228346456693,7.874015748031496,5.965006522763479,7.888995883375798,7.686315513218585,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793375A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE2D0>,1.5536723984241867,1.9000000000000001,0.1,0.55117,25.693,5.403524361187042,[0.  0.1 0.  ... 0.  0.  0. ]
1.7587,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.1, 0.9]",[49],[1.0],145,0.1,140,0.9,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B595B0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877599A80>,<rdkit.Chem.rdchem.Mol object at 0x0000020877979380>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337D80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE340>,-1.553672398,1.1,0.9,0.40533,20.837,11.84514564810732,[0.  0.9 0.  ... 0.  0.  0. ]
1.7725,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.2, 0.8]",[49],[1.0],145,0.2,140,0.8,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B58F90>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877598D60>,<rdkit.Chem.rdchem.Mol object at 0x000002087797AAB0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793360A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE3B0>,-0.980258143,1.2000000000000002,0.8,0.42356000000000005,21.444000000000003,10.988738515908912,[0.  0.8 0.  ... 0.  0.  0. ]
1.7887,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.3, 0.7]",[49],[1.0],145,0.3,140,0.7,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5B450>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A960>,<rdkit.Chem.rdchem.Mol object at 0x000002087797AA40>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337E60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE420>,-0.599130063,1.2999999999999998,0.7,0.44179,22.051,10.132331383710502,[0.  0.7 0.  ... 0.  0.  0. ]
1.7915,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.4, 0.6]",[49],[1.0],145,0.4,140,0.6,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5ADC0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A180>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A960>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793374C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE490>,-0.286707127,1.4,0.6,0.46002,22.658,9.275924251512096,[0.  0.6 0.  ... 0.  0.  0. ]
1.7931,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.5, 0.5]",[49],[1.0],145,0.5,140,0.5,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B59540>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A8F0>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A9D0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793371B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE500>,0,1.5,0.5,0.47825,23.265,8.419517119313689,[0.  0.5 0.  ... 0.  0.  0. ]
1.7959,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.6, 0.4]",[49],[1.0],145,0.6,140,0.4,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5AC00>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A490>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A5E0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE570>,0.2867071274778195,1.6,0.4,0.49648000000000003,23.872,7.563109987115283,[0.  0.4 0.  ... 0.  0.  0. ]
1.795,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.7, 0.3]",[49],[1.0],145,0.7,140,0.3,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5BA70>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877598900>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A7A0>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B0F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE5E0>,0.5991300627646443,1.7,0.3,0.51471,24.479,6.706702854916874,[0.  0.3 0.  ... 0.  0.  0. ]
1.7987,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.8, 0.2]",[49],[1.0],145,0.8,140,0.2,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5B7D0>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759AAB0>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A650>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B1000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE650>,0.9802581434685472,1.8,0.2,0.5329400000000001,25.086000000000002,5.850295722718467,[0.  0.2 0.  ... 0.  0.  0. ]
1.7966,323.15,Log solubility,g/L,"[145.0, 140.0]","[0.9, 0.1]",[49],[1.0],145,0.9,140,0.1,Ethyl Acetate,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5B370>,O=C(OCC)C,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000002087759A730>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A730>,3,1,3.2081000000000017,72.24000000000001,2,0,0.5694,26.3,1,1,0.3871,20.23,4.137481458321653,15.490196078431373,5.196078431372548,5.894861422161469,12.701552780305725,15.686274509803921,5.980392156862744,13.427184350478901,16.666666666666664,7.8431372549019605,5.731115271545873,7.583193504154228,7.609835396005712,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B1070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE6C0>,1.5536723984241867,1.9000000000000001,0.1,0.55117,25.693,4.9938885905200605,[0.  0.1 0.  ... 0.  0.  0. ]
1.3469,278.15,Log solubility,g/L,"[142.0, 140.0]","[0.1, 0.9]",[49],[1.0],142,0.1,140,0.9,Tetrahydrofuran,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5A8F0>,O1CCCC1,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877598350>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A6C0>,3,1,3.2081000000000017,72.24000000000001,1,0,0.7968000000000001,9.23,1,1,0.3871,20.23,10.029323977517771,17.073170731707318,5.7926829268292686,9.388086967934482,28.55192193804198,16.260162601626018,6.199186991869919,19.245578284265687,17.276422764227643,8.130081300813009,8.214576096942672,9.998965420719928,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337A00>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B10E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE730>,-1.553672398,1,0.9,0.42807000000000006,19.130000000000003,26.69966214198956,[0.  0.9 0.  ... 0.  0.  0. ]
1.5015,278.15,Log solubility,g/L,"[142.0, 140.0]","[0.2, 0.8]",[49],[1.0],142,0.2,140,0.8,Tetrahydrofuran,2-Propanol,<rdkit.Chem.rdchem.Mol object at 0x0000020874B5AF10>,O1CCCC1,OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x0000020877598510>,<rdkit.Chem.rdchem.Mol object at 0x000002087797A110>,3,1,3.2081000000000017,72.24000000000001,1,0,0.7968000000000001,9.23,1,1,0.3871,20.23,10.029323977517771,17.073170731707318,5.7926829268292686,9.388086967934482,28.55192193804198,16.260162601626018,6.199186991869919,19.245578284265687,17.276422764227643,8.130081300813009,8.214576096942672,9.998965420719928,8.326486193539106,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020879337450>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x00000208793B1150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000020878BFE7A0>,-0.980258143,1,0.8,0.46904,18.03,24.84740234593714,[0.  0.8 0.  ... 0.  0.  0. ]
